entity_addr,entity_total_trans_atl_all_yr,pct_entity_total_trans_atl_all_yr
520 CONNALLY 30312,2.0,0.005249068290378458
520 GRIFFIN 30318,1.0,0.002624534145189229
520 IVY 30342,2.0,0.005249068290378458
520 MARBLE SPRINGS 30047,1.0,0.002624534145189229
520 MARY 30310,2.0,0.005249068290378458
520 MCWILLIAMS 30315,1.0,0.002624534145189229
520 MEAD 30315,2.0,0.005249068290378458
520 MOUNTAIN 30342,6.0,0.015747204871135373
520 MUSE 30310,3.0,0.007873602435567686
520 NEWPORT CENTER 92660,1.0,0.002624534145189229
520 OAK ALLEY 30022,3.0,0.007873602435567686
520 OAKDALE 30307,2.0,0.005249068290378458
520 PARK 30331,2.0,0.005249068290378458
520 ROCK SPRINGS 30324,4.0,0.010498136580756916
520 SHANNON 30310,1.0,0.002624534145189229
520 SPRING VALLEY 30318,2.0,0.005249068290378458
520 VALLEY GREEN 30342,2.0,0.005249068290378458
520 WABASH 30312,5.0,0.013122670725946145
520 WALDO 30312,6.0,0.015747204871135373
5200 DALLAS 30127,8.0,0.020996273161513833
5200 PETERSBURG 33715,1.0,0.002624534145189229
5200 SUNSET 30068,1.0,0.002624534145189229
5201 CORNELL 60615,1.0,0.002624534145189229
5201 OAKDALE 30082,3.0,0.007873602435567686
5208 REDFIELD 30338,1.0,0.002624534145189229
5208 TENNYSON 75024,3.0,0.007873602435567686
5209 BROWNING 30047,1.0,0.002624534145189229
5209 COUNTRY 95129,2.0,0.005249068290378458
5209 LEECROFT 30518,2.0,0.005249068290378458
521 ANGIER 30308,2.0,0.005249068290378458
521 BISMARK 30324,1.0,0.002624534145189229
521 BLACKSHEAR 31513,2.0,0.005249068290378458
521 BOULEVARD 30308,1.0,0.002624534145189229
521 BRYAN 30312,5.0,0.013122670725946145
521 COLLIER 30318,2.0,0.005249068290378458
521 EAST 30312,1.0,0.002624534145189229
521 GRANT 30312,2.0,0.005249068290378458
521 HEYWARD 30064,2.0,0.005249068290378458
521 HILLSIDE 30342,2.0,0.005249068290378458
521 MEAD 30315,1.0,0.002624534145189229
521 PEACHTREE BATTLE 30305,2.0,0.005249068290378458
521 ROBINSON 30315,6.0,0.015747204871135373
521 SPRING VALLEY 30318,2.0,0.005249068290378458
521 UNIVERSITY 30310,1.0,0.002624534145189229
521 WESTOVER 30305,2.0,0.005249068290378458
521 WOODWARD 30312,2.0,0.005249068290378458
5210 HIGHLAND LAKE 30349,2.0,0.005249068290378458
5210 NORTHFIELD 30349,1.0,0.002624534145189229
5210 TENNINGTON 75287,1.0,0.002624534145189229
5211 COVINGTON 30035,2.0,0.005249068290378458
5212 LERALYNN 78751,1.0,0.002624534145189229
5213 SEQUANI 31636,1.0,0.002624534145189229
522 AUBURN 30312,2.0,0.005249068290378458
522 BISMARK 30324,1.0,0.002624534145189229
522 BROADVIEW 30324,1.0,0.002624534145189229
522 EAST WESLEY 30305,1.0,0.002624534145189229
522 HILL 30312,2.0,0.005249068290378458
522 MOORELAND 30307,2.0,0.005249068290378458
522 MORELAND 30307,1.0,0.002624534145189229
522 MORGAN 30308,1.0,0.002624534145189229
522 OAKLAND 30315,1.0,0.002624534145189229
522 PEACHTREE BATTLE 30305,2.0,0.005249068290378458
522 STAGHORN 30024,1.0,0.002624534145189229
522 SYDNEY 30312,1.0,0.002624534145189229
522 TRABERT 30309,2.0,0.005249068290378458
522 WESLEY 30305,1.0,0.002624534145189229
5220 COUNTRY LAKE 30047,1.0,0.002624534145189229
5220 STONE CROFT 30331,1.0,0.002624534145189229
5223 HOWARD 91763,1.0,0.002624534145189229
523 CHEROKEE 30312,1.0,0.002624534145189229
523 COBBLESTONE 30342,1.0,0.002624534145189229
523 EAST ONTARIO 30310,1.0,0.002624534145189229
523 GRIFFIN 30318,1.0,0.002624534145189229
523 HUNTINGTON DOWNS 30005,1.0,0.002624534145189229
523 IRWIN 30312,1.0,0.002624534145189229
523 MORGAN 30308,3.0,0.007873602435567686
523 ONTARIO 30310,1.0,0.002624534145189229
523 ROCKWELL 30310,1.0,0.002624534145189229
523 ROSS 30315,2.0,0.005249068290378458
523 SEMINOLE 30307,2.0,0.005249068290378458
5230 ROSSER 30087,4.0,0.010498136580756916
5233 HUNTCREST 30126,1.0,0.002624534145189229
5235 STILESBORO 30152,1.0,0.002624534145189229
5236 SEVENTIETH 11378,1.0,0.002624534145189229
5239 TYE 30291,1.0,0.002624534145189229
524 ARGONNE 30305,1.0,0.002624534145189229
524 BROADVIEW 30324,1.0,0.002624534145189229
524 BROYLES 30312,2.0,0.005249068290378458
524 HOLLYDALE 30342,1.0,0.002624534145189229
524 OLD WHEAT 30312,4.0,0.010498136580756916
524 SEMINOLE 30307,2.0,0.005249068290378458
524 WABASH 30312,2.0,0.005249068290378458
5240 CAITLIN 30135,1.0,0.002624534145189229
5241 BALDWIN 30068,1.0,0.002624534145189229
5245 ILIFF 80222,1.0,0.002624534145189229
525 ATLANTA 30315,1.0,0.002624534145189229
525 BISMARK 30324,1.0,0.002624534145189229
525 BRENTWOOD 30305,4.0,0.010498136580756916
525 BRENTWOOD 30326,1.0,0.002624534145189229
525 CARONDELETT 30331,1.0,0.002624534145189229
525 COLLIER RIDGE 30318,1.0,0.002624534145189229
525 DANUBE 30342,2.0,0.005249068290378458
525 ECHOTA 30318,2.0,0.005249068290378458
525 JETAL 30318,1.0,0.002624534145189229
525 MANOR RIDGE 30305,2.0,0.005249068290378458
525 MEAD 30315,2.0,0.005249068290378458
525 MIDDLEFIELD 94063,1.0,0.002624534145189229
525 OAK TREE 93065,9.0,0.02362080730670306
525 OVERBROOK 30318,6.0,0.015747204871135373
525 PAINES 30314,1.0,0.002624534145189229
525 WOODWARD 30305,1.0,0.002624534145189229
5251 CAITLIN 30135,1.0,0.002624534145189229
5251 HAMPSTEAD HIGH 36116,1.0,0.002624534145189229
5254 WOOSTER 45227,2.0,0.005249068290378458
5256 PEACHTREE 30341,6.0,0.015747204871135373
5257 GOLF VALLEY 30088,1.0,0.002624534145189229
526 BROADVIEW 30324,1.0,0.002624534145189229
526 CONSTELLATION OVERLOOK 30331,3.0,0.007873602435567686
526 EAST WESLEY 30305,1.0,0.002624534145189229
526 ECHOTA 30318,2.0,0.005249068290378458
526 HARLAN 30311,1.0,0.002624534145189229
526 LANGHORN 30310,1.0,0.002624534145189229
526 RALPH MC GILL 30312,1.0,0.002624534145189229
526 RALPH MCGILL 30312,1.0,0.002624534145189229
526 ROCK SPRINGS 30324,1.0,0.002624534145189229
526 SAINT CHARLES 30308,1.0,0.002624534145189229
526 ST CHARLES 30308,1.0,0.002624534145189229
526 WESLEY 30305,4.0,0.010498136580756916
526 WEST WESLEY 30305,1.0,0.002624534145189229
5260 STONE CROFT 30331,1.0,0.002624534145189229
5261 GOLDEN GATE 94618,1.0,0.002624534145189229
5261 HILLTOP 18301,1.0,0.002624534145189229
5265 GLENHAVEN 30041,1.0,0.002624534145189229
527 BOULEVARD 30308,2.0,0.005249068290378458
527 BRENTWOOD 30305,4.0,0.010498136580756916
527 BROADVIEW 30324,1.0,0.002624534145189229
527 CAMERON 30312,2.0,0.005249068290378458
527 CANDLER 30307,1.0,0.002624534145189229
527 CONNALLY 30312,1.0,0.002624534145189229
527 HAMILTON E HOLMES 30318,1.0,0.002624534145189229
527 MORGAN 30308,2.0,0.005249068290378458
527 WABASH 30312,3.0,0.007873602435567686
527 WHITE CEDAR 30274,1.0,0.002624534145189229
527 YOUNG 37405,2.0,0.005249068290378458
5270 BANK 30068,2.0,0.005249068290378458
5270 SUNSET MAPLE 30047,1.0,0.002624534145189229
5272 SPALDING MILL 30092,1.0,0.002624534145189229
528 ANGIER 30308,2.0,0.005249068290378458
528 ARDEN AT ARGONNE 30305,4.0,0.010498136580756916
528 BISMARK 30324,1.0,0.002624534145189229
528 BROADVIEW 30324,1.0,0.002624534145189229
528 COBBLESTONE 30342,3.0,0.007873602435567686
528 FAIRLANE 30331,1.0,0.002624534145189229
528 HIGHLAND 30312,2.0,0.005249068290378458
528 OAKLAND 30312,2.0,0.005249068290378458
528 PARK 30312,2.0,0.005249068290378458
528 TRABERT 30309,2.0,0.005249068290378458
528 WABASH 30312,1.0,0.002624534145189229
528 WINTON 30308,1.0,0.002624534145189229
5280 BUFORD 30340,1.0,0.002624534145189229
5281 BRIDGEWATER 30088,1.0,0.002624534145189229
5284 CORINTH 30087,1.0,0.002624534145189229
5284 FLOYD 30126,6.0,0.015747204871135373
5285 LEITNER 33067,1.0,0.002624534145189229
5285 LEX MARK 30331,1.0,0.002624534145189229
5286 GOLDEN SEDGE 36830,1.0,0.002624534145189229
529 BISMARK 30324,1.0,0.002624534145189229
529 COBBLESTONE 30342,1.0,0.002624534145189229
529 COLLIER 30318,4.0,0.010498136580756916
529 GARY 30318,1.0,0.002624534145189229
529 MANFORD 30310,1.0,0.002624534145189229
529 ROBINSON 30315,1.0,0.002624534145189229
529 ROCKWELL 30310,2.0,0.005249068290378458
529 WESLEY 30305,1.0,0.002624534145189229
5290 CASCADE HILLS 30331,1.0,0.002624534145189229
5290 NEW LONDON 30327,1.0,0.002624534145189229
5294 BELMORE MANOR 30024,1.0,0.002624534145189229
5295 CROSS ROADS 30327,1.0,0.002624534145189229
5295 MOHICAN 94531,2.0,0.005249068290378458
5296 WEATHERWOOD 30068,1.0,0.002624534145189229
53 BLUESTONE 30101,1.0,0.002624534145189229
53 EL MOLINO 91101,1.0,0.002624534145189229
53 HABERSHAM COVE 30305,2.0,0.005249068290378458
53 THIRKIELD 30315,1.0,0.002624534145189229
53 WOODCREST 30309,1.0,0.002624534145189229
530 BISMARK 30324,1.0,0.002624534145189229
530 BOLTON 30331,1.0,0.002624534145189229
530 BROADVIEW 30324,1.0,0.002624534145189229
530 BROADWAY E 98102,1.0,0.002624534145189229
530 CLINTON 14604,7.0,0.018371739016324603
530 DEERING 30309,2.0,0.005249068290378458
530 ELMWOOD 30318,1.0,0.002624534145189229
530 ERIN 30002,1.0,0.002624534145189229
530 HASCALL 30309,2.0,0.005249068290378458
530 HIGHLAND 30024,1.0,0.002624534145189229
530 HOWARD 94105,4.0,0.010498136580756916
530 KENBROOK 30327,1.0,0.002624534145189229
530 LANGHORN 30310,1.0,0.002624534145189229
530 LONGWOOD 14604,1.0,0.002624534145189229
530 LYNN VALLEY 30311,2.0,0.005249068290378458
530 MANFORD 30310,1.0,0.002624534145189229
530 MEANS 30318,1.0,0.002624534145189229
530 MOUNTAIN 30342,2.0,0.005249068290378458
530 NEW HAVEN 30331,2.0,0.005249068290378458
530 REUNION 30331,3.0,0.007873602435567686
530 VALLEY GREEN 30342,1.0,0.002624534145189229
530 WEST ONTARIO 30310,1.0,0.002624534145189229
530 WIMBLEDON 30324,3.0,0.007873602435567686
5300 SNAPFINGER PARK 30035,1.0,0.002624534145189229
5300 WEST 90043,1.0,0.002624534145189229
5308 CATTAIL 30349,1.0,0.002624534145189229
5308 COCORDIA 30126,1.0,0.002624534145189229
5308 CONCORDIA 30126,5.0,0.013122670725946145
5309 CLARIDGE SQUARE 30338,1.0,0.002624534145189229
5309 FIVE OAKS 30084,1.0,0.002624534145189229
531 BISMARK 30324,1.0,0.002624534145189229
531 CHATEAUGAY 30342,2.0,0.005249068290378458
531 HOLDERNESS 30310,1.0,0.002624534145189229
531 MEAD 30315,6.0,0.015747204871135373
531 RANKIN 30308,1.0,0.002624534145189229
531 ROY 30310,1.0,0.002624534145189229
531 SPRING VALLEY 30318,2.0,0.005249068290378458
531 WIMBLEDON 30324,2.0,0.005249068290378458
5310 VILLAGE VIEW 30087,1.0,0.002624534145189229
5315 OLD HUNDRED 30327,4.0,0.010498136580756916
5315 OLD HUNDRED 30342,1.0,0.002624534145189229
532 BENTLEY 30084,1.0,0.002624534145189229
532 BISHOP 30312,1.0,0.002624534145189229
532 BISMARK 30324,1.0,0.002624534145189229
532 BROOKESHYRE 30188,1.0,0.002624534145189229
532 ECHOTA 30318,2.0,0.005249068290378458
532 HILL 30312,3.0,0.007873602435567686
532 MEAD 30315,1.0,0.002624534145189229
532 ORIOLE FARM 30114,1.0,0.002624534145189229
532 PEACHTREE BATTLE 30305,1.0,0.002624534145189229
532 RALPH MCGILL 30312,1.0,0.002624534145189229
532 TRABERT 30309,2.0,0.005249068290378458
532 VALLEY 30305,2.0,0.005249068290378458
532 WABASH 30312,1.0,0.002624534145189229
5329 EASTERN 89119,1.0,0.002624534145189229
533 BRYN MAWR 30327,5.0,0.013122670725946145
533 CAMERON 30312,1.0,0.002624534145189229
533 FIELDING 30311,1.0,0.002624534145189229
533 GREENWOOD 30308,4.0,0.010498136580756916
533 HASCAL 30309,1.0,0.002624534145189229
533 HASCALL 30309,3.0,0.007873602435567686
533 LINWOOD 30306,2.0,0.005249068290378458
533 MORGAN 30308,2.0,0.005249068290378458
533 ORME 30306,1.0,0.002624534145189229
533 PARK VALLEY 30318,1.0,0.002624534145189229
533 PEACHTREE BATTLE 30305,2.0,0.005249068290378458
533 TRABERT 30309,3.0,0.007873602435567686
533 WICONISCO 17110,1.0,0.002624534145189229
533 WINTON 30308,2.0,0.005249068290378458
5330 SUNLIGHT 90076,1.0,0.002624534145189229
5332 HICKORY HOLLOW 37919,1.0,0.002624534145189229
5332 MEMORIAL 30127,1.0,0.002624534145189229
5334 LONG ISLAND 30327,1.0,0.002624534145189229
5335 LONG ISLAND 30327,1.0,0.002624534145189229
5337 HAPPY HOLLOW 30360,1.0,0.002624534145189229
534 9TH 95341,1.0,0.002624534145189229
534 ANGIER 30308,2.0,0.005249068290378458
534 ARGONNE 30305,5.0,0.013122670725946145
534 BALTIMORE 30047,1.0,0.002624534145189229
534 BISMARK 30324,1.0,0.002624534145189229
534 COLLIER 30318,2.0,0.005249068290378458
534 ETHEL 30318,1.0,0.002624534145189229
534 FLETCHER 32034,1.0,0.002624534145189229
534 GRANT 30315,2.0,0.005249068290378458
534 MONTGOMERY FERRY 30324,6.0,0.015747204871135373
534 SPRING VALLEY 30318,1.0,0.002624534145189229
5345 MT VERNON 30327,1.0,0.002624534145189229
535 BISMARK 30324,1.0,0.002624534145189229
535 BROWNLEE 30311,1.0,0.002624534145189229
535 CAIRO 30314,2.0,0.005249068290378458
535 CENTRAL 30354,1.0,0.002624534145189229
535 COBBLESTONE 30342,5.0,0.013122670725946145
535 CONNALLY 30312,5.0,0.013122670725946145
535 ESTATE CLUB 30075,1.0,0.002624534145189229
535 FOUNTAIN OAKS 30342,1.0,0.002624534145189229
535 HEMLOCK 30316,2.0,0.005249068290378458
535 LULLABY 30214,2.0,0.005249068290378458
535 MELLVIEW 30310,2.0,0.005249068290378458
535 OVERBROOK 30318,6.0,0.015747204871135373
535 PINE TREE 30305,4.0,0.010498136580756916
535 REUNION 30331,2.0,0.005249068290378458
535 RIVER HILL 30531,1.0,0.002624534145189229
535 ROBINSON 30315,1.0,0.002624534145189229
535 TELFORD 30342,1.0,0.002624534145189229
535 WELLINGTON 30238,1.0,0.002624534145189229
5350 BELL 85308,2.0,0.005249068290378458
5351 JONES BRIDGE 30092,1.0,0.002624534145189229
5353 LEXINGTON VIEW 30518,2.0,0.005249068290378458
5356 THORNAPPLE 30101,1.0,0.002624534145189229
536 BELMONT 60657,1.0,0.002624534145189229
536 BISMARK 30324,1.0,0.002624534145189229
536 COBBLESTONE 30342,1.0,0.002624534145189229
536 CONSTELLATION OVERLOOK 30331,1.0,0.002624534145189229
536 DECATUR 30312,1.0,0.002624534145189229
536 ERIN 30310,2.0,0.005249068290378458
536 GLEN IRIS 30308,1.0,0.002624534145189229
536 JEFFERSON 30350,1.0,0.002624534145189229
536 MARY 30310,5.0,0.013122670725946145
536 MEAD 30307,1.0,0.002624534145189229
536 MEAD 30315,3.0,0.007873602435567686
536 PARKER BRANCH 30204,1.0,0.002624534145189229
536 PEEPLES 30310,1.0,0.002624534145189229
536 ROCK SPRING 30324,1.0,0.002624534145189229
536 ROCK SPRINGS 30324,1.0,0.002624534145189229
536 SAINT CHARLES 30308,1.0,0.002624534145189229
536 SAN PABLO 30083,1.0,0.002624534145189229
5360 LONG ISLAND 30327,2.0,0.005249068290378458
5360 NORTHWATER 30097,3.0,0.007873602435567686
5360 SOMERLANE 30349,1.0,0.002624534145189229
5363 REDFIELD 30338,1.0,0.002624534145189229
5365 LACKEROCK 30331,2.0,0.005249068290378458
5365 LAKEROCK 30331,1.0,0.002624534145189229
5366 MEADOW BROOK 35242,2.0,0.005249068290378458
537 HILLSIDE 30342,2.0,0.005249068290378458
537 LYNN VALLEY 30311,1.0,0.002624534145189229
537 MC KOY 30030,2.0,0.005249068290378458
537 MCKOY 30032,1.0,0.002624534145189229
537 RIGDON 30314,1.0,0.002624534145189229
537 RIVER BIRCH 30533,1.0,0.002624534145189229
537 ROSALYN 30318,2.0,0.005249068290378458
537 SPRING VALLEY 30318,2.0,0.005249068290378458
5370 HIGHWAY 92 30213,1.0,0.002624534145189229
5371 WHITEHALL 30126,1.0,0.002624534145189229
5373 SELBORN 30331,1.0,0.002624534145189229
5375 MIRROR LAKE 30028,1.0,0.002624534145189229
5376 CABOT CREEK 30518,3.0,0.007873602435567686
5376 STONE COVE 30331,3.0,0.007873602435567686
538 BISMARK 30324,1.0,0.002624534145189229
538 CONSTELLATION OVERLOOK 30331,1.0,0.002624534145189229
538 GREENWOOD 30308,2.0,0.005249068290378458
538 GRIFFIN 30316,1.0,0.002624534145189229
538 HOLDERNESS 30310,2.0,0.005249068290378458
538 LAKE 30030,1.0,0.002624534145189229
538 ONTARIO 30310,2.0,0.005249068290378458
538 RANKIN 30308,5.0,0.013122670725946145
5385 FOREST DOWNS 30349,2.0,0.005249068290378458
5385 POWERS FERRY 30327,1.0,0.002624534145189229
5386 ROCKMOOR 30088,1.0,0.002624534145189229
539 ATLANTA 30315,3.0,0.007873602435567686
539 BISMARK 30324,1.0,0.002624534145189229
539 CAIRO 30314,1.0,0.002624534145189229
539 EAST 30312,2.0,0.005249068290378458
539 EAST WESLEY 30305,1.0,0.002624534145189229
539 ELMWOOD 30306,2.0,0.005249068290378458
539 GRANT 30312,1.0,0.002624534145189229
539 MANOR RIDGE 30305,2.0,0.005249068290378458
539 OAKBROOK 30907,1.0,0.002624534145189229
539 PACES FERRY 30305,4.0,0.010498136580756916
539 PARK 11238,1.0,0.002624534145189229
539 ROBINSON 30315,2.0,0.005249068290378458
539 TERRACE 30307,2.0,0.005249068290378458
539 WESLEY 30305,1.0,0.002624534145189229
5390 ESTATES 30349,1.0,0.002624534145189229
5393 STONE COVE 30331,1.0,0.002624534145189229
5396 HILLSIDE 30297,1.0,0.002624534145189229
54 BOULEVARD 30312,2.0,0.005249068290378458
54 BROOKHAVEN 30319,1.0,0.002624534145189229
54 CAMDEN 30309,3.0,0.007873602435567686
54 CHAPPELL 30314,3.0,0.007873602435567686
54 CHESTER 30316,2.0,0.005249068290378458
54 COBBLESTONE 30277,1.0,0.002624534145189229
54 DELMOOR 30311,1.0,0.002624534145189229
54 HATCHER 30315,1.0,0.002624534145189229
54 JOSEPH E LOWRY 30314,1.0,0.002624534145189229
54 PINECLIFF 10514,1.0,0.002624534145189229
54 REDWOOD VALLEY 30281,1.0,0.002624534145189229
54 SNELL 14456,1.0,0.002624534145189229
54 STANDISH 30309,2.0,0.005249068290378458
54 THE PRADO 30309,1.0,0.002624534145189229
54 WALTHALL 30307,3.0,0.007873602435567686
54 WARRENT 30317,2.0,0.005249068290378458
54 WEST BROOKHAVEN 30319,2.0,0.005249068290378458
540 ATWOOD 30310,3.0,0.007873602435567686
540 BISHOP 30312,1.0,0.002624534145189229
540 BISMARK 30324,1.0,0.002624534145189229
540 BOULEVARD 30312,2.0,0.005249068290378458
540 BROYLES 30312,2.0,0.005249068290378458
540 CALAVERAS 30350,5.0,0.013122670725946145
540 CHAMBERS 30253,1.0,0.002624534145189229
540 CHATEAUGAY 30342,4.0,0.010498136580756916
540 CONSTELLATION OVERLOOK 30331,1.0,0.002624534145189229
540 ECHOTA 30318,1.0,0.002624534145189229
540 EMERALD LAKE 30215,1.0,0.002624534145189229
540 FLOYD 30082,2.0,0.005249068290378458
540 HANOVER 10304,1.0,0.002624534145189229
540 HASCALL 30309,6.0,0.015747204871135373
540 JESSAMINE 30349,1.0,0.002624534145189229
540 KIRK 30030,1.0,0.002624534145189229
540 MONTICELLO 30354,1.0,0.002624534145189229
540 PEACHTREE BATTLE 30305,2.0,0.005249068290378458
540 SPRINGSIDE 30354,2.0,0.005249068290378458
540 TELFORD 30342,3.0,0.007873602435567686
540 TRIMBLE LAKE 30342,1.0,0.002624534145189229
540 WEEPING WILLOW 30052,1.0,0.002624534145189229
540 WOODALL 30306,2.0,0.005249068290378458
540 WOODSTOWN 30252,1.0,0.002624534145189229
5400 GLENRIDGE 30319,1.0,0.002624534145189229
5400 GLENRIDGE 30342,33.0,0.08660962679124455
5400 GLENRIDGE 33034,3.0,0.007873602435567686
5400 LAUREL SPRINGS 30024,1.0,0.002624534145189229
5400 ONE THIRTIETH 33027,1.0,0.002624534145189229
5400 PLANO 75093,2.0,0.005249068290378458
5400 POPLAR 38119,1.0,0.002624534145189229
5400 POWERS FERRY 30327,1.0,0.002624534145189229
5402 CONNECTICUT 20015,1.0,0.002624534145189229
5404 PALMER 30040,1.0,0.002624534145189229
5404 WESTBROOK 25313,1.0,0.002624534145189229
5405 ALANIS 30126,1.0,0.002624534145189229
541 10 TH 30318,17.0,0.04461708046821689
541 10TH 30318,49.0,0.12860217311427222
541 CHATEAUGAY 30342,2.0,0.005249068290378458
541 COBBLESTONE 30342,1.0,0.002624534145189229
541 ELBRIDGE 30318,1.0,0.002624534145189229
541 ERIE 53202,1.0,0.002624534145189229
541 GRANT 30315,2.0,0.005249068290378458
541 GREENWOOD 30308,4.0,0.010498136580756916
541 IRWIN 30312,2.0,0.005249068290378458
541 KING 30327,1.0,0.002624534145189229
541 KING 30342,3.0,0.007873602435567686
541 MEAD 30315,1.0,0.002624534145189229
541 ONTARIO 30310,1.0,0.002624534145189229
541 SEABOLT 30248,1.0,0.002624534145189229
541 SEAL 30308,1.0,0.002624534145189229
541 TENTH 30318,4.0,0.010498136580756916
541 VILLAGE 30067,3.0,0.007873602435567686
541 WALDO 30312,1.0,0.002624534145189229
5410 CNTY HWY 30A 32459,1.0,0.002624534145189229
5412 STONE COVE 30331,2.0,0.005249068290378458
5413 TRUMPET VINE 30126,3.0,0.007873602435567686
5414 CULZEAN 30024,1.0,0.002624534145189229
5414 CULZEN 30024,1.0,0.002624534145189229
5415 HILLBROOK 30005,1.0,0.002624534145189229
5415 LAKEBROOKE 30087,1.0,0.002624534145189229
5415 NINETEENTH 20782,1.0,0.002624534145189229
5415 SUGARLOAF 30043,1.0,0.002624534145189229
5416 FESTIVAL 30213,1.0,0.002624534145189229
5416 VININGS LAKE 30126,1.0,0.002624534145189229
5417 OAKLAWN 55424,1.0,0.002624534145189229
542 ARGONNE 30305,3.0,0.007873602435567686
542 BISMARK 30324,1.0,0.002624534145189229
542 EAST WESLEY 30305,1.0,0.002624534145189229
542 HIAWASSEE 30311,2.0,0.005249068290378458
542 HILLSIDE 30342,6.0,0.015747204871135373
542 ONTARIO 30310,2.0,0.005249068290378458
542 PAINES 30318,2.0,0.005249068290378458
542 PINE TREE 30305,2.0,0.005249068290378458
542 SEAL 30308,4.0,0.010498136580756916
542 WABASH 30307,1.0,0.002624534145189229
542 WABASH 30312,1.0,0.002624534145189229
542 WESLEY 30305,1.0,0.002624534145189229
5420 TRUMPET VINE 30126,2.0,0.005249068290378458
5420 TRUMPEX VINE 30126,1.0,0.002624534145189229
5424 WOODRUFF FARM 31907,1.0,0.002624534145189229
5425 POWERS FERRY 30327,2.0,0.005249068290378458
5425 STONE CROFT 30331,1.0,0.002624534145189229
5426 PEACHTREE 30341,2.0,0.005249068290378458
5428 HIDDEN SPRINGS 80526,1.0,0.002624534145189229
543 BRYN MAWR 30327,2.0,0.005249068290378458
543 EAST WESLEY 30305,1.0,0.002624534145189229
543 ELMWOOD 30306,2.0,0.005249068290378458
543 GRANT 30312,2.0,0.005249068290378458
543 HOPKINS 30310,1.0,0.002624534145189229
543 MORGAN 30308,1.0,0.002624534145189229
543 PARKWAY 30308,1.0,0.002624534145189229
543 SAINT JOHNS 30315,1.0,0.002624534145189229
543 SERENE WATERS 30236,1.0,0.002624534145189229
543 SNAKE NATIONAL 30513,1.0,0.002624534145189229
543 WESLEY 30305,1.0,0.002624534145189229
543 WHALEYS LAKE 30238,1.0,0.002624534145189229
543 WILLARD 30310,1.0,0.002624534145189229
5430 CHEVY CHASE 78412,1.0,0.002624534145189229
5431 EAKES 87107,1.0,0.002624534145189229
5431 TROWBRIDGE 30338,2.0,0.005249068290378458
5431 VALLEY LAKE 30349,1.0,0.002624534145189229
5432 GLENRIDGE 30342,1.0,0.002624534145189229
5433 RIM 80536,2.0,0.005249068290378458
5436 SENFORD 30311,1.0,0.002624534145189229
544 BISHOP 30312,2.0,0.005249068290378458
544 BISMARK 30324,1.0,0.002624534145189229
544 CASCADE HILLS 30331,1.0,0.002624534145189229
544 CEDAR 30318,2.0,0.005249068290378458
544 COLLIER 30318,4.0,0.010498136580756916
544 CONSTELLATION OVERLOOK 30331,1.0,0.002624534145189229
544 ELMWOOD 30306,2.0,0.005249068290378458
544 FIELDGREEN 30238,1.0,0.002624534145189229
544 HOLDERNESS 30310,1.0,0.002624534145189229
544 HOLLYDALE 30342,3.0,0.007873602435567686
544 LORIDANS 30342,2.0,0.005249068290378458
544 MONTGOMERY FERRY 30324,1.0,0.002624534145189229
544 MONTOGMERY FERRY 30324,1.0,0.002624534145189229
544 NORTHRIDGE CROSSING 30350,1.0,0.002624534145189229
544 PEACHTREE BATTLE 30305,1.0,0.002624534145189229
544 VALLEY 30305,5.0,0.013122670725946145
544 WINTON 30308,3.0,0.007873602435567686
5441 RIVERDALE 30349,3.0,0.007873602435567686
5445 BATTERY 30342,1.0,0.002624534145189229
5445 MT VERNON 30327,2.0,0.005249068290378458
5445 PEACHTREE DUNWOODY 30342,2.0,0.005249068290378458
5448 WETWORTH 30342,1.0,0.002624534145189229
545 38TH 55421,1.0,0.002624534145189229
545 BROWNLEE 30311,2.0,0.005249068290378458
545 ENGLISH 30318,1.0,0.002624534145189229
545 GREENWOOD 30308,4.0,0.010498136580756916
545 GRIFFIN 30318,1.0,0.002624534145189229
545 HOLLY 30318,1.0,0.002624534145189229
545 LAKESIDE 30213,1.0,0.002624534145189229
545 MATTERHORN 30022,3.0,0.007873602435567686
545 MAYLAND 30310,1.0,0.002624534145189229
545 MCDONOUGH 30030,1.0,0.002624534145189229
545 MEAD 30315,1.0,0.002624534145189229
545 MONTGOMERY FERRY 30324,7.0,0.018371739016324603
545 NEW HAVEN 30331,1.0,0.002624534145189229
545 OVERBROOK 30318,2.0,0.005249068290378458
545 PITTMAN MILL 30052,1.0,0.002624534145189229
545 SANTA BARBARA 30297,1.0,0.002624534145189229
545 SHIREROKES 30075,1.0,0.002624534145189229
5450 LONG MEADOW 30349,1.0,0.002624534145189229
5450 POWERS FERRY 30327,1.0,0.002624534145189229
5456 PEACHTREE 30341,5.0,0.013122670725946145
5456 PEACHTREE IND 30341,2.0,0.005249068290378458
5456 PEACHTREE INDUSTRIAL 30341,2.0,0.005249068290378458
546 BOULEVARD 30308,2.0,0.005249068290378458
546 BOULEVARD 30312,2.0,0.005249068290378458
546 CONSTELLATION OVERLOOK 30331,1.0,0.002624534145189229
546 EDGEWOOD 30312,1.0,0.002624534145189229
546 GRIFFIN 30318,2.0,0.005249068290378458
546 HIGHLAND 30312,2.0,0.005249068290378458
546 HOLLY 30318,1.0,0.002624534145189229
546 MARTIN 30312,2.0,0.005249068290378458
546 MEAD 30315,4.0,0.010498136580756916
